CC(C)(CNC(=O)N1CCC[C@@H]1C[NH+]1CCC[C@@H]1CO)c1ccccc1F,0
COCc1cc(C[NH2+]CC(=O)NC2CCCCCCC2)n[nH]1,1
CC(=O)Nc1ccc(OCC(=O)N[C@@H](C)c2ccc(Cl)cc2)cc1,2
COc1ccc2c(c1)[C@H]([NH3+])[C@@H](n1ncc3ccccc31)C2,3
Cc1cc(C)c(CN2CCC[C@H](c3nncn3C3CC3)C2)c(C)c1,4
C[C@H](CCc1ccccc1)CC(=O)N1CC[S@](=O)C(C)(C)C1,5
CCc1ccc([C@@H]2CC[NH2+]C[C@H]2CC(C)C)s1,6
COC(=O)c1cc(Sc2ccc(O)cc2)ccc1[N+](=O)[O-],7
CC(=O)NCCNC(=O)N1CCN(C)c2ccccc2C1,8
Cn1cc(C#N)cc1C(=O)[C@H](C#N)c1nnc(-c2ccccc2)n1C,9
CC(C)Oc1ccc(C(=O)Nc2ccccc2Br)cn1,10
CC[NH+](CC)CCCNC(=O)c1sc2cc(F)ccc2c1Cl,11
CCCCN(C)C(=O)NCCNC(=O)c1ccccc1Cl,12
N#C/C(=C\c1ccc(OS(=O)(=O)c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,13
Cc1cccc(NCC(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)CCC4)CC2)c1C,14
COC(=O)c1coc(CN2CCN(c3ccc(OC)cc3)C(=O)[C@H]2C)n1,15
Cc1cccc(N(CC(=O)Nc2cccc(Br)c2)S(C)(=O)=O)c1,16
COc1ccc(CCNS(=O)(=O)c2cc(F)cc(F)c2)cc1OC,17
CNC(=O)[C@H]1CN(CCS(=O)(=O)c2ccccc2)CCN1C(=O)c1cccc(C(F)(F)F)c1,18
Cc1ccc(CSCCNS(=O)(=O)N2CCCCC2)cc1,19
C[C@H](Cl)CCc1c[nH+]cn1C1CC1,20
CCCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(C)c(Cl)c2)n1,21
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H](CCC(=O)[O-])[C@@]2(C)O,22
CCS(=O)(=O)N1CCC(C(=O)O[C@H](C)C(=O)Nc2cccc(F)c2)CC1,23
Cn1c(=O)n(Cc2ccccc2)c(=O)c2c1nc(Cl)n2Cc1ccccc1,24
O=C(c1ccsc1)N1CCC[NH+](C2CCCCCC2)CC1,25
C[C@@H]1CC(C(=O)NC[C@@H](C)[NH+]2CCc3sccc3C2)C[C@@H](C)O1,26
CC[C@@H]([NH2+]Cc1ccc(Cl)nc1)c1cc(C)ccc1OC,27
CCN(C(=O)Cc1cc(OC)c(OC)c(OC)c1)C1CCCCC1,28
CNS(=O)(=O)c1cc(C(=O)N[C@@H](CO)CC(C)(C)C)c(C)o1,29
Cc1cccc(-n2c(SCC(=O)N[C@@H]3CCS(=O)(=O)C3)nc3sc(C)c(C)c3c2=O)c1,30
CCc1cccc2c(C3=CCN(C(=O)NC[C@H]4COCCO4)CC3)c[nH]c12,31
Fc1ccc([C@@H](CC(F)(F)F)N[C@@H]2CCSc3ccccc32)cc1,32
C[C@@H](Sc1ccccn1)C(=O)N/N=C1\C(=O)Nc2ccccc21,33
Cc1ccc(OCC(=O)NS(=O)(=O)c2ccc(C)cc2C)cc1,34
CCCCN1CC(=O)N2[C@@H](CC3=c4ccccc4=[NH+][C@H]3[C@H]2c2ccc(Br)cc2)C1=O,35
C[C@@H]1CCN(C(=O)C2=NN(c3ccccc3)[C@H](C(N)=O)C2)c2ccccc2S1,36
CCOC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Br,37
Cc1cc(C(=O)Nc2ccccc2-n2ccc(C(N)=O)n2)c(C)o1,38
CCCN(c1ncnc(OC(C)C)c1N)C1CC1,39
CS(=O)(=O)N1CCCC[C@H]1C(=O)Nc1nc(-c2ccc(Cl)s2)cs1,40
C[C@@H](NC(=O)CN(C)Cc1nc2ccccc2c(=O)[nH]1)c1cccc(Cl)c1,41
CCN(C)c1cccc(NC(=O)C(=O)NCCc2ccc(C)nc2)c1,42
CN[C@H](c1cnccn1)C1([NH+](C)C)CCCCCC1,43
CC(C)c1ccc([C@@H]2C(C(=O)c3ccc(Cl)cc3)=C([O-])C(=O)N2C[C@@H]2CCCO2)cc1,44
Cc1cnc(SC[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)nc1Cl,45
CCN(CC(=O)NC(C)C)S(=O)(=O)c1ccc2c(c1)OCCO2,46
C=C(C)COCC[NH2+][C@H](C)c1ccc(C)cc1,47
NC(=O)[C@@H]1CCN(C(=O)c2ccc3cc[nH]c3c2)c2ccccc21,48
COc1ccc([C@H]2CCCN2C(=O)CN2C(=O)NC3(CCCCC3)C2=O)cc1OC,49
O=C(COc1ccc(Cl)cc1)NNC(=O)CSc1nc2ccccc2[nH]1,50
Cc1ccc(NC(=O)Cn2nnc(C(=O)Nc3cccc(C)c3C)c2C)cc1F,51
COCCN1C(=O)C(C#N)=C(C)/C(=C\Nc2ccc(C)c([N+](=O)[O-])c2)C1=O,52
O=S(=O)(NC1CCCCC1)c1ccc(Cl)c(S(=O)(=O)NC2CCCCC2)c1,53
CN(C)c1ccc(C(=O)NCCCC(=O)[O-])cn1,54
CC(C)C[C@H]1CSC(N[C@H]2CCCC2(C)C)=[NH+]1,55
Cc1nn(Cc2ccccc2)c(C)c1C[NH2+][C@@H]1CCC[C@H](C(F)(F)F)C1,56
CC(=O)Nc1ccc(Cl)cc1[C@@H](O)c1ccccc1,57
CCn1ncnc1C[C@H](N)[C@@](C)(CC)[NH+]1CCCC1,58
Oc1c(Br)cc(Br)cc1/C=N/N1C(=S)[NH+]=N[C@H]1c1cccnc1,59
O=C(NCCCc1ccccc1)N1CCN(c2ccc(-c3noc(C(F)(F)F)n3)c[nH+]2)CC1,60
Cc1ccc(S(=O)(=O)NCC[C@H]2CCCCN2S(=O)(=O)c2cccs2)cc1Cl,61
C[C@H](NS(=O)(=O)CC1CCC1)c1ccc(F)cc1Cl,62
Cc1ccc(CN2CCN(C(=O)C(=O)N3CCCC3)CC2)s1,63
COC(=O)c1sc2nc(C)nc(-n3ccnc3)c2c1C,64
Cc1ncccc1O[C@@H]1C[C@H](Cl)C12CCCCCC2,65
C[C@](O)(CNC(=O)c1c(F)cccc1F)c1cccs1,66
N#Cc1ccc(NC(=O)[C@@H]2CC(=O)N(c3ccc(Br)cc3)C2)cc1,67
O=C1[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C(=O)N1c1cccc(Cl)c1,68
Cc1nn(C)c(C)c1CCC(=O)N[C@H](c1ccccc1)c1ccc2c(c1)CCCO2,69
COc1ccc([C@H]2[C@H](C(=O)NN3Cc4ccccc4C3)CC(=O)N2C)cc1,70
O=C(N/N=C/C=C/c1ccccc1)[C@H]1C=C(C2CC2)N=N1,71
CC(C)c1nnc(C[NH+]2CC[C@@]3(O)CCN(S(=O)(=O)N(C)C)C[C@H]3C2)o1,72
CC/[NH+]=C(/NCCCn1nc2n(c1=O)CCCC2)N1CC[C@@H](O)C1,73
CC[C@H]1CCC[C@@H]([C@]2([NH3+])C[C@@H]2C)C1,74
C[C@H]1CCC[C@@H](N(Cc2ccc3c(c2)OCO3)C(=O)Nc2cccc(N3CCNC3=O)c2)[C@@H]1C,75
CCc1ncc(C(=O)N2CCSCC2)cn1,76
O=C(NCc1cc(-c2ccccc2)no1)N1CCN(c2ccccc2)CC1,77
Cc1ccc(-[n+]2noc([O-])c2CNCCc2ccc(S(N)(=O)=O)cc2)cc1,78
C[NH+](C)[C@H]1CC[C@H](NC(=O)Nc2ccc3c(c2)CCO3)C1,79
CN(c1nc(Br)cs1)C1CC1,80
CCC[C@H]([NH2+]Cc1c(O)ccc2c(-c3ccccc3)cc(=O)oc12)C(=O)[O-],81
COc1ccc(-n2c(C)cc(C(=O)CN3C(=O)NC4(CCCCCCC4)C3=O)c2C)cc1,82
Brc1cc2c(c3ccccc13)CCOC[C@@H]2Br,83
Cc1nnc(NC(=O)C2(c3ccccc3)CC2)s1,84
CC[NH2+][C@H](Cc1nc(C)c(C)s1)c1cscc1C,85
O=C(c1cc(COc2cccc(F)c2)[nH]n1)N1CCCCCC1,86
Cc1ccc([C@@](C)(O)[C@H](F)C(=O)[O-])cc1F,87
Cc1ccccc1C[C@H]([NH3+])c1cc(C(F)(F)F)ccc1F,88
CC(C)C[NH2+][C@H]1CCOC2(CCCC2)C1,89
Cc1cc(N)nn1COc1ccc(Cl)cc1Cl,90
Nc1ncc(CSc2nc3ccccc3o2)s1,91
C[C@H](NC(=O)C[S@@](=O)Cc1nc(-c2ccccc2)no1)c1ccccc1,92
O=C(COC(=O)c1ccc(N2CCCC2=O)cc1)c1ccccc1,93
CC(=O)Oc1ccc2c(=O)c(-c3csc(C)n3)coc2c1OC(C)=O,94
Cc1ncc(-c2ccc(S(=O)(=O)N[C@@H]3CCCc4ccccc43)cc2)o1,95
C[C@H](Sc1ccc(Cl)cc1)C(=O)Nc1ccc(F)c(Cl)c1,96
CC(=O)NC[C@@H]1CCC[NH+](Cc2nc(-c3ccc(Cl)cc3)no2)C1,97
Cc1nsc(N2CCC[NH+](Cc3cc4ccccc4[nH]c3=O)CC2)n1,98
N#Cc1ccc(NC(=O)c2cccnc2)cc1C#N,99
O=C1NCCCc2[nH]c(-c3ccnc4ccccc34)nc21,100
Cc1cc(C)n2nc(SCc3ccccc3C(=O)N[C@@]3(C)CCS(=O)(=O)C3)nc2n1,101
C[C@H]1C[NH+]=C(N2CCN(C(=O)[C@H](C)n3cncn3)CC2)S1,102
CC1(C)CO[C@@H](c2ccccc2)CN1Cc1ccncc1,103
NC(=O)c1ccc(NC(=O)NCc2ccc(F)cc2)c(F)c1,104
Cc1nc(C[NH2+][C@@H](C)c2ccc(N3CCOCC3)cc2)c(C)s1,105
COc1ccc(C(=O)N[C@@H](C)c2ccc(F)cc2)cc1S(=O)(=O)NC1CC1,106
CC[NH2+][C@H](C)c1nnc(-c2c(F)cc(Br)cc2F)s1,107
COC(=O)CN(C(=O)c1ccc(C(=O)Nc2ccccc2)cc1)C(C)C,108
CCCCNC(=O)[C@H]1CC(=O)N(c2cccc(C)c2C)C1,109
CC[C@H](CNC(=O)CCc1c(C)[nH]c(=O)c(C#N)c1C)c1ccccc1,110
CCCNC(=O)c1cccn2c(=O)c(NC(=O)CC(C)C)cnc12,111
CCN(CC)C(=O)c1ccc([N-]S(=O)(=O)c2cn[nH]c2C)cc1,112
